"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"PJP","PERFORM PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,9407","7,4029","21,4713","0,2753","47,5876","-","-"
"FYG","AZİMUT PORTFÖY ÖPY SERBEST ( DÖVİZ ) ÖZEL FON","Serbest Şemsiye Fonu","1,6793","10,3628","24,4473","0,0000","47,5712","217,8253","-"
"IGM","İŞ PORTFÖY ÜNİ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,9390","7,7821","23,8484","0,5491","47,4878","-","-"
"FJN","FİBA PORTFÖY MELTEM İKİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,8334","1,9309","14,3876","0,1527","47,3486","-","-"
"FPE","FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ)FONU","Borçlanma Araçları Şemsiye Fonu","1,1421","10,5809","25,3752","0,6588","47,3226","242,7658","460,7508"
"DPE","DENİZ PORTFÖY EGE SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,4292","10,6576","24,4599","0,4391","47,2970","256,3566","-"
"FUB","QNB FINANS PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","0,7069","6,7606","21,8619","0,5023","47,2706","216,0421","429,8885"
"GPA","GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU","Borçlanma Araçları Şemsiye Fonu","0,6502","6,2410","21,3897","0,4217","47,2379","210,7791","403,2782"
"TPZ","TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU","Katılım Şemsiye Fonu","1,1087","4,6584","17,5421","0,4077","47,1215","226,4495","548,8605"
"IJK","İSTANBUL PORTFÖY KEREM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,6812","12,1573","30,0602","0,5614","47,0910","-","-"
"KSG","KT PORTFÖY KSF KATILIM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,9254","-0,0255","12,6313","0,1659","47,0512","-","-"
"TTP","TEB PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,8102","2,0882","15,9683","0,1565","47,0451","-","-"
"UPD","ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","0,8156","5,0806","19,0620","0,1948","47,0220","239,1927","-"
"FJM","FİBA PORTFÖY MELTEM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,8787","1,9056","13,7993","0,1428","46,8350","-","-"
"KTE","KT PORTFÖY CEYLAN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,9025","-0,1727","12,4505","0,1574","46,7458","98,2015","-"
"FFS","FİBA PORTFÖY 2023 SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,8644","2,9792","17,0826","0,1824","46,6997","250,4917","-"
"GGK","INVEO PORTFÖY  ALTIN FON","Kıymetli Madenler Şemsiye Fonu","4,4215","10,6104","16,6430","2,3015","46,6962","-","-"
"OJF","QNB FINANS PORTFÖY YEDİNCİ SERBEST (DÖVİZ)  FON","Serbest Şemsiye Fonu","0,7999","2,5443","16,2863","0,1615","46,6412","-","-"
"OVF","QNB FİNANS PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,7493","2,4636","16,1672","0,1808","46,5587","-","-"
"OLC","QNB FİNANS PORTFÖY SADİL SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,9735","6,2181","19,5036","0,0963","46,5485","-","-"
"GJD","GARANTİ PORTFÖY ORTAS SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,5210","7,6388","21,5193","0,3770","46,5355","-","-"
"MPD","MÜKAFAT PORTFÖY AKTIF SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","0,9260","1,4854","15,8999","0,1524","46,5277","232,9442","-"
"FJZ","FİBA PORTFÖY FIRTINA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,8112","10,3484","21,5235","0,5265","46,5128","-","-"
"NJF","NUROL PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","5,8356","11,3994","17,7428","2,5325","46,5034","-","-"
"AZV","AZİMUT PORTFÖY BKS SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,7584","8,7985","22,3078","0,5901","46,4979","227,5167","-"
"GTA","GARANTİ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","3,8213","9,7084","15,8007","2,2583","46,3439","268,3843","554,3835"
"AIR","AZİMUT PORTFÖY ESİN SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,3458","9,8697","22,6233","0,0000","46,3431","389,0285","-"
"IMZ","İŞ PORTFÖY POYRAZ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,9981","7,7396","19,5461","0,3876","46,1341","217,8230","-"
"AII","AZİMUT PORTFÖY ÇINAR SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","3,2731","12,1092","24,3377","0,6145","46,1226","279,9349","-"
"PAL","AK PORTFÖY ALTINCI SERBEST(DÖVİZ) FON","Serbest Şemsiye Fonu","0,7783","1,5032","12,9638","0,1280","46,1051","-","-"
"GZY","GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,6260","15,4652","42,0119","2,9207","46,0754","-","-"
"TTA","İŞ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","3,9239","9,3161","15,8128","2,1508","46,0410","264,6517","549,9892"
"TBP","İŞ PORTFÖY PRİVİA BANKACILIK FON SEPETİ ÖZEL FONU","Fon Sepeti Şemsiye Fonu","2,1717","11,8530","28,3255","0,6822","45,9977","95,5259","168,0457"
"PDF","QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,2554","2,9042","16,2722","0,1495","45,9309","-","-"
"APP","AK PORTFÖY P1 SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,4861","5,6594","18,5673","1,1088","45,8241","230,4120","467,2635"
"IKL","İŞ PORTFÖY SAĞLIK ŞİRKETLERİ KARMA FON","Karma Şemsiye Fonu","0,9639","12,4140","25,5670","0,6515","45,7712","-","-"
"TTS","TEB PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,7058","6,4665","19,6635","0,0000","45,6811","-","-"
"GKK","GARANTİ PORTFÖY ONDÖRDÜNCÜ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,3697","6,6439","20,9272","0,6989","45,5937","-","-"
"AKE","AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","0,6413","7,9556","22,5642","0,5893","45,5614","212,6254","397,2788"
"ICS","ICBC TURKEY PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,3458","3,2322","14,8548","0,3664","45,5475","228,1724","-"
"TNI","TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM DEĞİŞKEN ÖZEL FON","Değişken Şemsiye Fonu","0,5496","10,4350","26,1331","-0,1764","45,5462","129,2031","-"
"PBS","AZİMUT PORTFÖY BOĞAZİÇİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,9675","7,7212","18,7977","0,0000","45,4554","-","-"
"AJL","AK PORTFÖY BEŞİNCİ SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","0,3818","0,7068","12,6248","0,0707","45,3523","-","-"
"SPA","AZIMUT PORTFÖY 6.0 SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","-1,0075","6,6394","18,7618","0,0000","45,2958","230,5252","-"
"TI7","İŞ PORTFÖY DENGELİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,1906","12,3575","27,2594","1,0426","45,2909","144,4929","230,7217"
"SPD","AZIMUT PORTFÖY BEG SERBEST (DÖVIZ) ÖZEL FON","Serbest Şemsiye Fonu","2,2014","9,7570","21,6223","0,0000","45,2060","250,4825","-"
"YPK","YAPI KREDİ PORTFÖY GALATA SERBEST FON","Serbest Şemsiye Fonu","1,6766","7,6274","19,9296","0,6091","45,1135","131,0268","-"
"YKT","YAPI KREDİ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","4,8446","11,2599","16,7711","2,3494","45,1113","266,6082","555,8362"
"YAN","YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,7709","16,5825","32,9751","0,3282","45,1101","181,5723","314,8557"
"PBK","QİNVEST PORTFÖY BİRİNCİ KATILIM SERBEST(DÖVİZ) FON","Serbest Şemsiye Fonu","0,9316","2,6740","14,7316","0,2104","44,8747","-","-"
"PUR","AK PORTFÖY İKİNCİ KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","1,7654","5,0602","10,4050","0,1739","44,8275","113,7970","-"
"IJZ","İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,6460","21,8092","44,1913","0,1872","44,6947","-","-"
"TSP","AZİMUT PORTFÖY TESA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,6913","14,1022","28,0807","1,2705","44,5673","208,6198","-"
"ZPN","ZİRAAT PORTFÖY BUDİN SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,6844","14,0261","30,8111","1,1137","44,4516","-","-"
"PSL","AZİMUT PORTFÖY 8.0 SERBEST FON","Serbest Şemsiye Fonu","2,6908","7,5588","21,6770","0,0000","44,4186","-","-"
"EKF","QİNVEST PORTFÖY KİRA SERTİFİKASI KATILIM FONU","Katılım Şemsiye Fonu","0,6432","9,1291","27,7649","-0,4372","44,2168","89,6439","168,5401"
"OTJ","OYAK PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,6800","6,1424","21,1193","1,0534","44,2094","-","-"
"OUR","OSMANLI PORTFÖY PASİFİK SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","5,2141","13,7535","27,2731","0,0000","44,1182","-","-"
"GAU","GARANTİ PORTFÖY YİRMİNCİ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,5994","9,5376","22,1933","0,2682","44,0921","-","-"
"FI3","QNB FINANS PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","0,9729","7,2570","24,1331","0,4957","44,0011","72,4375","129,3132"
"ILJ","İSTANBUL PORTFÖY GSB SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,1072","13,8044","30,2386","0,5711","43,8009","-","-"
"YRO","YAPI KREDİ PORTFÖY ODEABANK SERBEST (DÖVİZ)ÖZEL FON","Serbest Şemsiye Fonu","0,4026","-0,1681","12,7168","0,0000","43,6859","213,9255","-"
"KTT","KT PORTFÖY DÖRDÜNCÜ KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,9373","2,0286","15,1321","0,1789","43,5490","209,4133","438,8325"
"GPI","GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,4567","14,2979","24,3737","0,0844","43,4666","121,4985","213,5077"
"YBE","YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,1266","9,3835","25,1877","0,6836","43,4490","201,0516","384,0212"
"TUA","TEB PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","3,7155","9,6467","14,2496","2,3863","43,4018","259,6153","539,4728"
"FNO","QNB FINANS PORTFÖY BIRINCI DEĞIŞKEN FON","Değişken Şemsiye Fonu","1,3840","8,2403","24,4056","0,2876","43,3321","144,7035","225,9058"
"YPV","YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","1,8887","15,0006","30,0931","0,6630","43,2576","-","-"
"ICA","ICBC TURKEY PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","4,4646","10,0784","14,3178","2,4943","43,1612","251,5046","624,2064"
"HBF","HSBC PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","5,1575","10,6740","14,4382","3,0650","43,1474","254,5073","518,9306"
"DDP","DENİZ PORTFÖY SK SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,4418","8,8215","22,2057","0,6541","43,1408","-","-"
"DPB","DENİZ PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,0139","11,4991","25,8962","0,4895","43,0070","225,2790","-"
"DAZ","DENİZ PORTFÖY TÜRKİZ SERBEST(DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,9533","8,1432","21,8069","0,6414","42,9790","-","-"
"KUT","KT PORTFÖY KIYMETLİ MADENLER KATILIM FONU","Katılım Şemsiye Fonu","3,9568","11,0532","22,6840","1,6077","42,9532","-","-"
"FIB","FİBA PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","4,3526","9,8335","14,1737","2,2982","42,7552","265,6806","546,0168"
"ZDD","ZİRAAT PORTFÖY TEMKİNLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,0555","12,9755","26,9676","0,0391","42,7541","-","-"
"MPN","MÜKAFAT PORTFÖY İKİNCİ AKTİF SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,9329","7,2405","24,8499","0,5460","42,7076","195,7825","-"
"YJO","YAPI KREDİ PORTFÖY ODEABANK ÜÇÜNCÜ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,6595","-1,2405","11,5825","0,0000","42,5036","-","-"
"PDD","QİNVEST PORTFÖY KATILIM FONU","Katılım Şemsiye Fonu","1,5214","11,2720","28,8645","-0,7703","42,4826","-","-"
"GZP","GARANTİ PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","1,6446","13,0947","22,1137","0,1220","42,4797","-","-"
"IOV","İSTANBUL PORTFÖY PAPİRUS SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","3,0099","17,7225","26,5139","0,0429","42,3319","-","-"
"KIS","QİNVEST PORTFÖY KİRA SERTİFİKASI KATILIM (DÖVİZ) FONU","Katılım Şemsiye Fonu","0,9074","2,7564","14,6018","0,1981","42,2909","204,0720","417,1850"
"USY","ÜNLÜ PORTFÖY MUTLAK GETİRİ HEDEFLİ SERBEST FON","Serbest Şemsiye Fonu","1,2512","7,2288","18,8647","2,3682","42,2537","167,8079","-"
"ZPF","ZİRAAT PORTFÖY KATILIM FONU (DÖVİZ)","Katılım Şemsiye Fonu","1,1300","3,5714","16,5392","0,3481","42,2172","201,8455","426,4225"
"YJH","YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU","Değişken Şemsiye Fonu","-6,0121","7,5465","31,8198","-0,0451","42,1581","-","-"
"PBB","AZİMUT PORTFÖY BB SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,6673","12,3212","24,3533","0,0000","42,1001","221,2522","-"
"ICG","İŞ PORTFÖY ARCADİA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,1547","14,4398","30,9597","1,2121","42,0850","193,1875","-"
"TAO","TEB PORTFÖY ALARKO GRUBU DEĞİŞKEN ÖZEL FON","Değişken Şemsiye Fonu","-0,0654","9,9757","21,3072","-1,6063","42,0098","123,1714","224,8039"
"GAH","GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,5744","13,4574","23,1695","0,0941","41,9943","106,1665","-"
"ACN","İSTANBUL PORTFÖY LİDYA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,4468","18,0568","33,2839","0,0000","41,9101","202,1098","-"
"GPC","GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON","Serbest Şemsiye Fonu","-0,2537","8,4680","23,3826","0,8046","41,8830","217,3634","-"
"DPI","DENİZ PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","1,2475","6,5045","17,9776","0,0000","41,8244","-","-"
"HMT","AZİMUT PORTFÖY 12.0 SERBEST FON","Serbest Şemsiye Fonu","1,0005","8,7862","18,3197","0,0000","41,7411","-","-"
"PRF","AZİMUT PORTFÖY IRF SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,7720","14,1439","23,7875","0,0000","41,7229","-","-"
"DBB","DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","0,6080","5,4668","18,6427","-0,5685","41,5483","57,2933","109,9342"
"IYR","İŞ PORTFÖY HEDEF SERBEST FON","Serbest Şemsiye Fonu","7,1427","12,5981","19,4421","0,0239","41,3447","89,0380","-"
"SPN","AZIMUT PORTFÖY PİYASA NÖTR SERBEST FON","Serbest Şemsiye Fonu","1,0648","9,6747","17,4434","0,0000","41,3090","110,8867","-"
"OGD","OYAK PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","3,7531","9,6040","13,9168","2,3324","41,1950","-","-"
"GZE","GARANTİ PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","-4,3684","-4,6055","1,4246","-3,2819","40,9752","-","-"
"SUA","ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,9522","10,0029","21,1605","0,5339","40,9700","118,6225","242,3461"
"GZB","GARANTİ PORTFÖY ÖPY İKİNCİ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","5,3996","15,7534","27,9591","1,2603","40,7297","-","-"
"TTV","TACİRLER PORTFÖY VEGA SERBEST (TL)  FON","Serbest Şemsiye Fonu","2,3311","7,6741","17,7959","0,6333","40,1889","-","-"
"GMP","GARANTİ PORTFÖY GM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,0509","15,4156","26,5574","0,2372","39,9041","183,9427","-"
"IJC","İŞ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,3779","28,8470","65,3065","1,0997","39,8430","-","-"
"TMR","TEB PORTFÖY MAKRO SERBEST FON","Serbest Şemsiye Fonu","1,3387","7,4461","22,8995","0,8350","39,7660","-","-"
"TZT","ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","9,9555","13,8995","19,9269","0,3075","39,7548","87,7744","167,6670"
"FYI","AZİMUT PORTFÖY 4.0 SERBEST FON","Serbest Şemsiye Fonu","1,0812","11,2115","21,9709","0,0000","39,4275","95,8352","-"
"HMG","HSBC PYŞ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON(HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-0,7151","4,0221","13,5510","-0,9531","39,3224","-","-"
"GMD","GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","1,5357","8,0204","21,5126","0,6058","39,3125","-","-"
"GPV","GARANTİ PORTFÖY ONDOKUZUNCU SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,0581","15,4645","25,0366","-0,0908","39,2863","-","-"
"FYH","AZİMUT PYŞ SERBEST ( DÖVİZ ) FON","Serbest Şemsiye Fonu","4,3141","5,9399","15,7721","0,0000","39,0190","253,2536","-"
"KKH","İŞ PORTFÖY DENGELİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,0051","13,3172","28,2043","0,5601","38,9842","-","-"
"IPE","İŞ PORTFÖY ANADOLU SİGORTA SERBEST ÖZEL FON","Serbest Şemsiye Fonu","2,8558","9,8751","23,9544","0,6684","38,8315","103,5393","-"
"YZK","YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON","Serbest Şemsiye Fonu","1,5448","12,5425","29,3301","1,3580","38,5846","-","-"
"GSO","GARANTİ PORTFÖY ÖPY SERBEST ÖZEL FON","Serbest Şemsiye Fonu","2,1999","6,2137","14,4837","0,0000","38,5235","104,1834","-"
"TCI","TACİRLER PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","0,6631","7,0050","17,7358","0,7866","38,4542","104,3964","-"
"GZO","GARANTİ PORTFÖY ÖZM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,1460","14,6897","23,6066","-0,1987","38,4193","-","-"
"YZG","YAPI KREDİ PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,3864","15,2792","32,0735","0,7584","38,1971","-","-"
"OJB","QNB FİNANS PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-2,6261","-2,6261","8,7449","0,0771","38,1844","-","-"
"FYB","AZİMUT PYŞ EB SERBEST ( DÖVİZ ) ÖZEL FON","Serbest Şemsiye Fonu","-1,9522","10,7394","21,1352","0,0000","37,9063","222,3190","-"
"ICD","ICBC TURKEY PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,2647","10,3298","22,0309","0,5368","37,7095","80,6798","145,6174"
"TPF","TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,2891","6,6575","11,2014","0,0810","37,6834","81,1749","181,6636"
"RBA","ALBARAKA PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","3,2276","8,5647","11,0680","2,1785","37,6250","222,9296","-"
"KSR","KT PORTFÖY SÜRDÜRÜLEBİLİRLİK KATILIM FONU","Katılım Şemsiye Fonu","2,8359","17,8901","30,6557","-0,5954","37,2866","-","-"
"ZPA","ZİRAAT PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,6740","5,5860","19,1554","0,5091","37,2379","-","-"
"CJH","AK PORTFÖY DOKUZUNCU SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","0,8157","13,8974","23,2121","-0,2339","37,1634","-","-"
"IKP","İŞ PORTFÖY YENİLENEBİLİR ENERJİ KARMA FON","Karma Şemsiye Fonu","-0,2080","11,3365","22,8022","0,3132","37,1390","-","-"
"EUZ","GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","1,0664","12,1840","20,5279","-0,2708","37,1047","-","-"
"DSD","DENİZ PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,8805","15,5320","26,3583","-0,5640","37,0038","186,7029","-"
"FYF","STRATEJİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON(HİSSE SENEDİ YOĞUN)","Serbest Şemsiye Fonu","3,9312","15,1897","18,9706","1,0528","36,9055","60,7959","118,9444"
"GUA","GARANTİ  PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI ÖZEL FON","Borçlanma Araçları Şemsiye Fonu","2,7839","9,6558","22,4223","0,3084","36,6899","-","-"
"IMF","İSTANBUL PORTFÖY MAESTRO SERBEST FON","Serbest Şemsiye Fonu","0,8682","11,5530","24,1035","0,2837","36,5554","-","-"
"OFB","OYAK PORTFÖY BEŞİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","1,4743","7,6746","15,9366","0,6862","36,5081","-","-"
"OBP","OYAK PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-2,1847","7,1165","20,9812","-1,9752","36,4350","85,1330","158,1439"
"FBV","İŞ PORTFÖY MODEL SERBEST FON","Serbest Şemsiye Fonu","3,1028","13,4702","24,2041","2,3718","36,3106","-","-"
"RBK","ALBARAKA PORTFÖY KATILIM FONU","Katılım Şemsiye Fonu","0,8751","3,2762","14,2823","0,4388","36,2453","148,3157","-"
"GGC","AK PORTFÖY KIYI SERBEST ÖZEL FON","Serbest Şemsiye Fonu","2,1522","8,8633","18,1201","-0,0872","36,2143","-","-"
"YFV","YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","1,7599","7,0301","15,9723","-0,0095","36,1291","72,3507","149,1603"
"TI6","İŞ PORTFÖY ORTA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,2071","6,9997","17,7529","-0,0362","35,9451","62,9488","122,0645"
"IOG","İŞ PORTFÖY GÜMÜŞ SERBEST FON","Serbest Şemsiye Fonu","6,4118","15,9766","31,7489","1,7942","35,9301","-","-"
"IJS","İŞ PORTFÖY TÜRK REASÜRANS SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,5070","9,7518","22,1527","0,8260","35,5751","-","-"
"THG","TACİRLER PORTFÖY ODEABANK SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,3033","6,0869","15,0221","0,0160","35,5065","-","-"
"MJL","MÜKAFAT PORTFOY AKTİF SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","1,4688","8,2988","15,3712","-0,4177","35,4933","-","-"
"FYM","AZİMUT PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,2894","10,8274","19,2767","0,0000","35,3952","212,4336","-"
"GZZ","GARANTİ PORTFÖY FİNANS SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,6495","14,7154","32,2809","1,7684","35,0184","-","-"
"GTZ","GARANTİ PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,8786","12,4676","27,1788","0,4408","34,5878","-","-"
"IZF","QİNVEST PORTFÖY İKİNCİ KATILIM SERBEST FON","Serbest Şemsiye Fonu","1,8631","11,4962","25,1856","-0,0637","34,5399","-","-"
"IDY","TEB PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,9264","7,9388","18,7404","-0,2222","34,5046","96,7725","190,7929"
"ICV","ICBC TURKEY PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","2,8769","9,7001","19,9457","0,7449","34,2792","-","-"
"ZSF","ZİRAAT PORTFÖY S&P/OIC COMCEC (İSEDAK) 50 SHARİAH ENDEKSİ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","-0,1786","-2,5733","8,9816","1,1540","34,1702","-","-"
"GPF","GARANTİ PORTFÖY BİRİNCİ KATILIM FONU","Katılım Şemsiye Fonu","1,7269","5,5375","14,9200","0,1604","34,1066","67,3110","125,4815"
"OLD","QNB FİNANS PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-8,7103","1,7907","30,6789","-0,4332","34,1015","-","-"
"FZJ","FİBA PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,9652","12,3440","22,2564","0,2529","33,9851","-","-"
